,Название,Год,Топливо,Объем двигателя,Мощность,Коробка передач,Привод,Цвет,Пробег,Руль,Оценка Drom,Цена
1332,Renault Kaptur,2019,бензин,1.6,114.0,вариатор,передний,белый,91765.0,левый,8.7,1095000
1333,Renault Kaptur,2019,бензин,1.6,114.0,вариатор,передний,белый,85047.0,левый,8.7,1045000
1334,Nissan Qashqai,2019,бензин,2.0,144.0,вариатор,передний,белый,96331.0,левый,8.6,1500000
1335,Nissan Qashqai,2018,бензин,2.0,144.0,вариатор,передний,белый,90539.0,левый,8.6,1470000
1336,Kia Ceed,2013,бензин,1.6,129.0,автомат,передний,черный,113000.0,левый,8.8,870000
1337,Peugeot Traveller,2021,дизель,2.0,150.0,автомат,передний,белый,124102.0,левый,8.5,3690000
1338,Kia Cerato,2019,бензин,1.6,128.0,автомат,передний,белый,22573.0,левый,8.8,1790000
1339,Renault Sandero,2018,бензин,1.6,82.0,механика,передний,белый,39006.0,левый,8.2,1095000
1340,Genesis G70,2019,бензин,2.0,197.0,автомат,4WD,белый,88652.0,левый,8.9,2070000
1341,Nissan Qashqai,2019,бензин,2.0,144.0,вариатор,передний,белый,88798.0,левый,8.6,1650000
1342,Kia Rio,2019,бензин,1.4,100.0,автомат,передний,белый,98765.0,левый,8.7,1205000
1343,Audi Q3,2016,бензин,2.0,180.0,робот,4WD,белый,115000.0,левый,8.602,1850000
1344,Kia Sorento,2023,дизель,2.2,199.0,робот,4WD,белый,0.0,левый,8.6,4890000
1345,Volvo S60,2007,бензин,2.5,210.0,автомат,4WD,синий,418233.0,левый,8.602,699000
1346,Opel Corsa,2008,бензин,1.4,90.0,автомат,передний,черный,214000.0,левый,8.4,380000
1347,Skoda Yeti,2015,бензин,1.8,152.0,робот,4WD,черный,183000.0,левый,8.7,1249000
1348,Toyota Camry,2019,бензин,2.5,181.0,автомат,передний,белый,54301.0,левый,8.8,2879000
1349,Changan UNI-K,2023,бензин,2.0,226.0,автомат,4WD,серый,0.0,левый,8.602,5299000
1350,УАЗ Патриот,2017,бензин,2.7,135.0,механика,4WD,коричневый,200000.0,левый,8.1,800000
1351,BMW 5-Series,2021,дизель,2.0,190.0,автомат,4WD,белый,36498.0,левый,8.9,5195000
1352,Kia Carnival,2018,дизель,2.2,202.0,автомат,передний,черный,49000.0,левый,8.6,2680000
1353,Toyota RAV4,2022,бензин,2.0,149.0,вариатор,4WD,красный,21.0,левый,8.7,3833000
1354,Volvo S60,2019,бензин,2.0,190.0,автомат,передний,коричневый,40975.0,левый,8.602,3190000
1355,Volkswagen Caddy,2019,дизель,2.0,102.0,механика,передний,белый,31500.0,левый,8.4,2249000
1356,Nissan Laurel,2002,бензин,2.5,200.0,автомат,задний,черный,140000.0,правый,8.4,515000
1357,Mercedes-Benz GLE Coupe,2018,дизель,3.0,249.0,автомат,4WD,серый,35000.0,левый,8.602,5100000
1358,Audi Q5,2021,бензин,2.0,249.0,автомат,4WD,зеленый,50723.0,левый,8.602,4999000
1359,Opel Antara,2011,бензин,2.4,140.0,автомат,4WD,серебристый,104111.0,левый,8.6,1149000
1360,Лада 4x4 2121 Нива,2013,бензин,1.7,83.0,механика,4WD,красный,128137.0,левый,8.602,397000
1361,Jeep Wrangler,2013,бензин,3.6,286.0,автомат,4WD,черный,185349.0,левый,8.7,2897000
1362,BMW 5-Series,2016,бензин,2.0,245.0,автомат,4WD,белый,139500.0,левый,8.9,2347000
1363,Kia Sorento,2022,бензин,2.5,199.0,автомат,передний,белый,167.0,левый,8.6,4800000
1364,Toyota Camry,2022,бензин,3.5,249.0,автомат,передний,белый,254.0,левый,8.8,4650000
1365,Hyundai ix35,2012,бензин,2.0,150.0,автомат,4WD,голубой,141500.0,левый,8.7,1095000
1366,Mitsubishi Pajero,2019,бензин,3.8,174.0,автомат,4WD,белый,36.0,левый,8.4,3800000
1367,Kia Rio,2017,бензин,1.6,123.0,автомат,передний,красный,141000.0,левый,8.7,1320200
1368,BMW 3-Series,2008,бензин,2.0,156.0,автомат,задний,белый,240000.0,левый,8.8,980000
1369,Geely Tugella FY11,2022,бензин,2.0,238.0,автомат,4WD,черный,0.0,левый,8.602,4449990
1370,Volkswagen Tiguan,2013,бензин,2.0,170.0,автомат,4WD,черный,122250.0,левый,8.602,1315000
1371,BMW X6,2015,дизель,3.0,249.0,автомат,4WD,черный,105383.0,левый,8.602,3685000
1372,Mazda Mazda6,2011,бензин,2.0,147.0,автомат,передний,белый,167786.0,левый,8.9,1145000
1373,Chevrolet Lacetti,2007,бензин,1.6,109.0,механика,передний,синий,191985.0,левый,8.2,415000
1374,Haval Jolion,2021,бензин,1.5,143.0,робот,передний,белый,10333.0,левый,8.602,2045000
1375,Hyundai Elantra,2007,бензин,1.6,122.0,механика,передний,бежевый,254489.0,левый,8.6,585000
1376,Toyota Land Cruiser,2001,дизель,4.2,204.0,автомат,4WD,серебристый,190323.0,левый,8.602,1575000
1377,Volvo XC90,2009,бензин,2.5,210.0,автомат,4WD,черный,198000.0,левый,8.9,1195000
1378,Ford Fusion,2007,бензин,1.6,101.0,автомат,передний,черный,275999.0,левый,8.2,495000
1379,Volvo XC60,2015,дизель,2.4,190.0,автомат,4WD,коричневый,98356.0,левый,8.602,2345000
1380,BMW X5,2013,бензин,3.0,306.0,автомат,4WD,коричневый,52053.0,левый,8.602,2765000
1381,BMW X7,2023,бензин,3.0,381.0,автомат,4WD,серый,58.0,левый,8.602,15999000
1382,BMW Z4,2019,бензин,2.0,197.0,автомат,задний,черный,39604.0,левый,8.9,4800000
1383,BMW X4,2015,дизель,2.0,190.0,автомат,4WD,черный,128602.0,левый,8.602,2455000
1384,BMW X1,2017,дизель,2.0,190.0,автомат,4WD,белый,95377.0,левый,8.8,2749000
1385,Volvo XC60,2014,дизель,2.4,215.0,автомат,4WD,серебристый,115677.0,левый,8.602,1755000
1386,Audi A8,2019,дизель,3.0,249.0,автомат,4WD,черный,46195.0,левый,8.602,6700000
1387,BMW 3-Series,2013,бензин,1.6,136.0,автомат,задний,серый,130078.0,левый,8.8,1445000
1388,Geely Tugella FY11,2022,бензин,2.0,238.0,автомат,4WD,черный,0.0,левый,8.602,4349990
1389,Volkswagen Polo,2022,бензин,1.6,110.0,автомат,передний,черный,10842.0,левый,8.6,2037200
